,Date,Volume,Close
2013-10-23,2013-10-23,8960700,80.9100
2013-10-22,2013-10-22,9572300,80.3800
2013-10-21,2013-10-21,6478700,78.9700
2013-10-18,2013-10-18,7958500,79.4100
2013-10-17,2013-10-17,8671300,79.4200
2013-10-16,2013-10-16,6562600,78.3400
2013-10-15,2013-10-15,11192500,77.6000
2013-10-14,2013-10-14,6326100,78.7400
2013-10-11,2013-10-11,6082200,78.4800
2013-10-10,2013-10-10,10121900,77.8900
2013-10-09,2013-10-09,8470700,76.9500
2013-10-08,2013-10-08,9656600,76.3300
2013-10-07,2013-10-07,6373300,75.6500
2013-10-04,2013-10-04,4984700,76.0200
2013-10-03,2013-10-03,9251600,75.8400
2013-10-02,2013-10-02,8522900,75.9300
2013-10-01,2013-10-01,8076100,76.1600
2013-09-30,2013-09-30,15028300,75.5900
2013-09-27,2013-09-27,6551300,77.2100
2013-09-26,2013-09-26,4632600,78.0500
2013-09-25,2013-09-25,7589300,77.7200
2013-09-24,2013-09-24,7692100,78.6200
2013-09-23,2013-09-23,6304900,79.2800
2013-09-20,2013-09-20,11146100,79.3900
2013-09-19,2013-09-19,8157300,80.1200
2013-09-18,2013-09-18,10372100,80.2950
2013-09-17,2013-09-17,5457700,79.8300
2013-09-16,2013-09-16,7512800,80.1600
2013-09-13,2013-09-13,4894100,79.0500
2013-09-12,2013-09-12,6944900,78.2600
2013-09-11,2013-09-11,7049800,78.2700
2013-09-10,2013-09-10,6650200,77.9500
2013-09-09,2013-09-09,6089300,78.1600
2013-09-06,2013-09-06,6977400,77.1500
2013-09-05,2013-09-05,7163200,77.1400
2013-09-04,2013-09-04,6031300,77.4900
2013-09-03,2013-09-03,6743800,77.7500
2013-08-30,2013-08-30,9039100,77.8900
2013-08-29,2013-08-29,5961000,77.3100
2013-08-28,2013-08-28,9008500,76.8500
2013-08-27,2013-08-27,7052200,77.9700
2013-08-26,2013-08-26,6385400,78.5400
2013-08-23,2013-08-23,5219600,80.0100
2013-08-22,2013-08-22,6274400,79.7700
2013-08-21,2013-08-21,7390900,79.3800
2013-08-20,2013-08-20,5172500,79.5300
2013-08-19,2013-08-19,5959400,79.5900
2013-08-16,2013-08-16,9451600,79.9000
2013-08-15,2013-08-15,7415300,80.4800
2013-08-14,2013-08-14,5167500,81.2500
2013-08-13,2013-08-13,4936400,81.6600
2013-08-12,2013-08-12,4922200,81.6200
2013-08-09,2013-08-09,6127200,81.6400
2013-08-08,2013-08-08,6207900,82.1700
2013-08-07,2013-08-07,5828500,81.9600
2013-08-06,2013-08-06,6212500,81.7400
2013-08-05,2013-08-05,4662800,81.4000
2013-08-02,2013-08-02,6626300,81.2900
2013-08-01,2013-08-01,10724800,81.6400
2013-07-31,2013-07-31,11857000,80.3000
2013-07-30,2013-07-30,6434100,80.4400
2013-07-29,2013-07-29,4389400,80.0900
2013-07-26,2013-07-26,6543500,80.3900
2013-07-25,2013-07-25,6239900,80.4100
2013-07-24,2013-07-24,5606600,80.2700
2013-07-23,2013-07-23,4311700,80.9500
2013-07-22,2013-07-22,4813600,81.2200
2013-07-19,2013-07-19,7862600,81.3700
2013-07-18,2013-07-18,5526000,80.3000
2013-07-17,2013-07-17,7644300,80.0900
2013-07-16,2013-07-16,11208600,80.9700
2013-07-15,2013-07-15,10024700,81.5100
2013-07-12,2013-07-12,12586300,81.5500
2013-07-11,2013-07-11,9185400,80.7700
2013-07-10,2013-07-10,6862800,79.8000
2013-07-09,2013-07-09,11456200,79.5700
2013-07-08,2013-07-08,11141400,78.7600
2013-07-05,2013-07-05,7264700,78.3400
2013-07-03,2013-07-03,5339900,78.5700
2013-07-02,2013-07-02,10228500,78.4400
2013-07-01,2013-07-01,6699200,78.0200
2013-06-28,2013-06-28,9865300,76.9900
2013-06-27,2013-06-27,14731500,77.6700
2013-06-26,2013-06-26,7326500,77.4000
2013-06-25,2013-06-25,7909400,76.6900
2013-06-24,2013-06-24,12563300,76.5800
2013-06-21,2013-06-21,20055700,77.4300
2013-06-20,2013-06-20,15555700,75.2500
2013-06-19,2013-06-19,7424500,77.6100
2013-06-18,2013-06-18,6051400,79.0400
2013-06-17,2013-06-17,7359900,78.9600
2013-06-14,2013-06-14,6825900,78.0300
2013-06-13,2013-06-13,6927700,78.4300
2013-06-12,2013-06-12,7834200,77.6000
2013-06-11,2013-06-11,6781200,78.1200
2013-06-10,2013-06-10,8966400,78.0700
2013-06-07,2013-06-07,7839500,77.7500
2013-06-06,2013-06-06,11099900,76.8200
2013-06-05,2013-06-05,8826900,76.6600
2013-06-04,2013-06-04,11379300,77.3700
2013-06-03,2013-06-03,11720600,77.6600
2013-05-31,2013-05-31,16461900,76.7600
2013-05-30,2013-05-30,14761500,79.0900
2013-05-29,2013-05-29,9992500,78.9000
2013-05-28,2013-05-28,14372700,80.8600
2013-05-24,2013-05-24,25580900,81.8800
2013-05-23,2013-05-23,7141200,78.7000
2013-05-22,2013-05-22,8873300,78.8200
2013-05-21,2013-05-21,7377700,78.8000
2013-05-20,2013-05-20,7307300,79.0900
2013-05-17,2013-05-17,8549900,80.0200
2013-05-16,2013-05-16,8065600,80.2000
2013-05-15,2013-05-15,11154400,80.6800
2013-05-14,2013-05-14,6867400,79.4700
2013-05-13,2013-05-13,5420200,78.5900
2013-05-10,2013-05-10,6162500,78.7600
2013-05-09,2013-05-09,7189400,78.2100
2013-05-08,2013-05-08,12067300,78.4400
2013-05-07,2013-05-07,9574200,77.9400
2013-05-06,2013-05-06,7204200,77.7500
2013-05-03,2013-05-03,7884000,78.1900
2013-05-02,2013-05-02,7288200,77.7600
2013-05-01,2013-05-01,8388800,76.9900
2013-04-30,2013-04-30,9653800,76.7700
2013-04-29,2013-04-29,6638100,77.6800
2013-04-26,2013-04-26,8769100,77.1000
2013-04-25,2013-04-25,14702300,76.5800
2013-04-24,2013-04-24,25708200,77.1200
2013-04-23,2013-04-23,12684800,82.5400
2013-04-22,2013-04-22,7530300,81.4000
2013-04-19,2013-04-19,13147600,81.4300
2013-04-18,2013-04-18,10896200,79.8700
2013-04-17,2013-04-17,10964600,79.0600
2013-04-16,2013-04-16,9365600,80.1000
2013-04-15,2013-04-15,10877200,79.6500
2013-04-12,2013-04-12,9383400,80.0800
2013-04-11,2013-04-11,11831600,79.6700
2013-04-10,2013-04-10,7947600,79.2400
2013-04-09,2013-04-09,6760600,78.2600
2013-04-08,2013-04-08,6284500,78.7900
2013-04-05,2013-04-05,6562600,78.2300
2013-04-04,2013-04-04,8770600,78.5400
2013-04-03,2013-04-03,8426700,78.1200
2013-04-02,2013-04-02,13373600,78.9600
2013-04-01,2013-04-01,7266000,77.7000
2013-03-28,2013-03-28,8016700,77.0600
2013-03-27,2013-03-27,5274600,77.0600
2013-03-26,2013-03-26,5386000,77.4000
2013-03-25,2013-03-25,6843600,76.6800
2013-03-22,2013-03-22,5868400,77.2700
2013-03-21,2013-03-21,6319500,77.2100
2013-03-20,2013-03-20,8615800,77.5800
2013-03-19,2013-03-19,9326400,77.1100
2013-03-18,2013-03-18,7081800,76.1600
2013-03-15,2013-03-15,15237000,76.3400
2013-03-14,2013-03-14,8079100,77.3900
2013-03-13,2013-03-13,6340300,76.8000
2013-03-12,2013-03-12,7016700,77.1700
2013-03-11,2013-03-11,6621000,77.3500
2013-03-08,2013-03-08,7252800,77.1800
2013-03-07,2013-03-07,7111400,76.9000
2013-03-06,2013-03-06,7194700,77.2000
2013-03-05,2013-03-05,9716200,77.0500
2013-03-04,2013-03-04,7631000,76.6800
2013-03-01,2013-03-01,9599700,76.4900
2013-02-28,2013-02-28,10466900,76.1800
2013-02-27,2013-02-27,7567800,76.7500
2013-02-26,2013-02-26,8378900,76.0800
2013-02-25,2013-02-25,9970400,75.9200
2013-02-22,2013-02-22,8433200,76.9900
2013-02-21,2013-02-21,10305200,77.0400
2013-02-20,2013-02-20,9275400,77.0800
2013-02-19,2013-02-19,11783500,77.3800
2013-02-15,2013-02-15,11165600,76.5400
2013-02-14,2013-02-14,10049400,76.7800
2013-02-13,2013-02-13,7113300,76.5600
2013-02-12,2013-02-12,6281000,75.9800
2013-02-11,2013-02-11,6928200,75.8100
2013-02-08,2013-02-08,9130700,75.7500
2013-02-07,2013-02-07,9897000,76.1500
2013-02-06,2013-02-06,17015800,76.1500
2013-02-05,2013-02-05,14851700,75.7000
2013-02-04,2013-02-04,11086000,75.2500
2013-02-01,2013-02-01,12204000,75.9200
2013-01-31,2013-01-31,11661500,75.1600
2013-01-30,2013-01-30,12677800,75.0800
2013-01-29,2013-01-29,17576700,75.0000
2013-01-28,2013-01-28,14010000,73.7700
2013-01-25,2013-01-25,28760300,73.2500
2013-01-24,2013-01-24,8877200,70.4200
2013-01-23,2013-01-23,10588600,70.6900
2013-01-22,2013-01-22,8313600,69.9500
2013-01-18,2013-01-18,10610800,69.9400
2013-01-17,2013-01-17,6263300,69.6700
2013-01-16,2013-01-16,7061000,69.3400
2013-01-15,2013-01-15,7563400,69.8800
2013-01-14,2013-01-14,11570700,69.6300
2013-01-11,2013-01-11,12193500,69.2200
2013-01-10,2013-01-10,12855000,69.2700
2013-01-09,2013-01-09,5762900,68.8800
2013-01-08,2013-01-08,7362000,68.5100
2013-01-07,2013-01-07,5269800,68.6200
2013-01-04,2013-01-04,5853700,69.0900
2013-01-03,2013-01-03,7741900,68.9500
2013-01-02,2013-01-02,9987000,69.3900
2012-12-31,2012-12-31,9061900,67.8900
2012-12-28,2012-12-28,6463300,67.1500
2012-12-27,2012-12-27,7648800,67.9700
2012-12-26,2012-12-26,6937000,68.0000
2012-12-24,2012-12-24,3578800,68.5200
2012-12-21,2012-12-21,17746900,68.7200
2012-12-20,2012-12-20,10218200,69.8200
2012-12-19,2012-12-19,10304800,69.3400
2012-12-18,2012-12-18,13568900,69.9700
2012-12-17,2012-12-17,8791500,69.9300
2012-12-14,2012-12-14,8997600,69.9300
2012-12-13,2012-12-13,8478200,70.1300
2012-12-12,2012-12-12,8405900,70.7600
2012-12-11,2012-12-11,9298000,70.6600
2012-12-10,2012-12-10,8124100,70.2200
2012-12-07,2012-12-07,11590900,70.2900
2012-12-06,2012-12-06,10686900,69.9500
2012-12-05,2012-12-05,7623400,69.4100
2012-12-04,2012-12-04,6634900,69.3100
2012-12-03,2012-12-03,7404600,69.5800
2012-11-30,2012-11-30,8886800,69.8300
2012-11-29,2012-11-29,8783800,69.5000
2012-11-28,2012-11-28,11255800,69.4400
2012-11-27,2012-11-27,8154300,68.9900
2012-11-26,2012-11-26,7493600,69.4800
2012-11-23,2012-11-23,4598200,69.5900
2012-11-21,2012-11-21,6201400,68.4700
2012-11-20,2012-11-20,7611600,68.3000
2012-11-19,2012-11-19,8741400,67.9200
2012-11-16,2012-11-16,11354200,66.8200
2012-11-15,2012-11-15,9290000,66.3200
2012-11-14,2012-11-14,9680100,66.5300
2012-11-13,2012-11-13,6769100,66.8500
2012-11-12,2012-11-12,4371300,67.0800
2012-11-09,2012-11-09,8147700,67.0100
2012-11-08,2012-11-08,7917700,66.9100
2012-11-07,2012-11-07,8849600,68.0600
2012-11-06,2012-11-06,6639800,68.9300
2012-11-05,2012-11-05,6525700,68.6700
2012-11-02,2012-11-02,6963100,69.1900
2012-11-01,2012-11-01,7703800,69.2500
2012-10-31,2012-10-31,9095400,69.2400
2012-10-26,2012-10-26,11945200,69.4400
2012-10-25,2012-10-25,24479700,70.0700
2012-10-24,2012-10-24,10209600,68.0800
2012-10-23,2012-10-23,8030800,67.4400
2012-10-22,2012-10-22,7516800,68.5000
2012-10-19,2012-10-19,10125600,68.5700
2012-10-18,2012-10-18,7358100,69.4700
2012-10-17,2012-10-17,11061000,69.4700
2012-10-16,2012-10-16,7702700,69.0000
2012-10-15,2012-10-15,8359300,68.7100
2012-10-12,2012-10-12,6537400,67.9400
2012-10-11,2012-10-11,6600700,68.0000
2012-10-10,2012-10-10,8937500,68.1400
2012-10-09,2012-10-09,8200100,68.7000
2012-10-08,2012-10-08,6577000,69.1000
2012-10-05,2012-10-05,6907800,69.6300
2012-10-04,2012-10-04,7792700,69.3800
2012-10-03,2012-10-03,8869500,69.1700
2012-10-02,2012-10-02,11241400,68.7900
2012-10-01,2012-10-01,8588600,69.4500
2012-09-28,2012-09-28,8955100,69.3600
2012-09-27,2012-09-27,6773100,69.3000
2012-09-26,2012-09-26,7698400,69.3000
2012-09-25,2012-09-25,10026700,69.5900
2012-09-24,2012-09-24,8361000,69.7600
2012-09-21,2012-09-21,20290300,69.4200
2012-09-20,2012-09-20,8652700,69.5600
2012-09-19,2012-09-19,8682900,69.2600
2012-09-18,2012-09-18,12833500,69.2200
2012-09-17,2012-09-17,11274600,69.2500
2012-09-14,2012-09-14,12269800,69.1600
2012-09-13,2012-09-13,10495400,68.9100
2012-09-12,2012-09-12,6896000,68.1000
2012-09-11,2012-09-11,8840900,68.2600
2012-09-10,2012-09-10,8920600,68.5100
2012-09-07,2012-09-07,12656300,68.5200
2012-09-06,2012-09-06,13200500,68.2400
2012-09-05,2012-09-05,7741100,67.2900
2012-09-04,2012-09-04,7628600,67.4000
2012-08-31,2012-08-31,10088600,67.1900
2012-08-30,2012-08-30,7285600,66.8800
2012-08-29,2012-08-29,6752200,66.8700
2012-08-28,2012-08-28,7605400,66.9900
2012-08-27,2012-08-27,6419600,67.1100
2012-08-24,2012-08-24,8580200,67.0200
2012-08-23,2012-08-23,8006500,66.6800
2012-08-22,2012-08-22,7749600,66.8500
2012-08-21,2012-08-21,9145400,66.7700
2012-08-20,2012-08-20,8938700,66.7500
2012-08-17,2012-08-17,9394300,67.0000
2012-08-16,2012-08-16,10165100,67.0000
2012-08-15,2012-08-15,9873600,66.6400
2012-08-14,2012-08-14,8887400,66.7300
2012-08-13,2012-08-13,6633900,66.4800
2012-08-10,2012-08-10,7293600,66.7700
2012-08-09,2012-08-09,9677800,66.7300
2012-08-08,2012-08-08,9673200,66.7200
2012-08-07,2012-08-07,10463300,66.2200
2012-08-06,2012-08-06,10034400,65.8100
2012-08-03,2012-08-03,15279100,65.5000
2012-08-02,2012-08-02,9462400,63.5100
2012-08-01,2012-08-01,7782900,64.0100
2012-07-31,2012-07-31,9327200,64.5400
2012-07-30,2012-07-30,8388600,65.1000
2012-07-27,2012-07-27,11141800,65.0900
2012-07-26,2012-07-26,10472200,64.5600
2012-07-25,2012-07-25,9424700,64.0200
2012-07-24,2012-07-24,8271700,64.0200
2012-07-23,2012-07-23,10711100,64.3900
2012-07-20,2012-07-20,10121500,64.7300
2012-07-19,2012-07-19,8077600,64.9200
2012-07-18,2012-07-18,13387400,64.8200
2012-07-17,2012-07-17,12565600,65.3500
2012-07-16,2012-07-16,10675900,64.8100
2012-07-13,2012-07-13,29170000,65.0900
2012-07-12,2012-07-12,37140900,63.7000
2012-07-11,2012-07-11,9975600,61.4000
2012-07-10,2012-07-10,8651900,61.7300
2012-07-09,2012-07-09,33492400,61.5500
2012-07-06,2012-07-06,36773400,61.2800
2012-07-05,2012-07-05,35413700,61.3500
2012-07-03,2012-07-03,4817400,61.3600
2012-07-02,2012-07-02,8914300,61.1900
2012-06-29,2012-06-29,13301800,61.2500
2012-06-28,2012-06-28,9207600,60.2900
2012-06-27,2012-06-27,11454100,59.9800
2012-06-26,2012-06-26,8794100,59.2700
2012-06-25,2012-06-25,11745100,59.3100
2012-06-22,2012-06-22,14395600,59.8300
2012-06-21,2012-06-21,18876100,59.7500
2012-06-20,2012-06-20,39133900,60.3900
2012-06-19,2012-06-19,12844900,62.2100
2012-06-18,2012-06-18,10289300,62.2900
2012-06-15,2012-06-15,14126800,62.8800
2012-06-14,2012-06-14,8389100,63.1800
2012-06-13,2012-06-13,6838500,62.5700
2012-06-12,2012-06-12,7814500,62.7600
2012-06-11,2012-06-11,6345500,62.5400
2012-06-08,2012-06-08,7697800,62.7500
2012-06-07,2012-06-07,13904700,62.7600
2012-06-06,2012-06-06,9622000,61.8000
2012-06-05,2012-06-05,7855500,61.1650
2012-06-04,2012-06-04,7768200,61.4000
2012-06-01,2012-06-01,12728000,61.5500
2012-05-31,2012-05-31,9268400,62.2900
2012-05-30,2012-05-30,7493400,62.3200
2012-05-29,2012-05-29,7401000,62.9500
2012-05-25,2012-05-25,7377700,62.4900
2012-05-24,2012-05-24,9178100,62.5700
2012-05-23,2012-05-23,13765400,62.3900
2012-05-22,2012-05-22,7535500,63.1500
2012-05-21,2012-05-21,9553100,63.3900
2012-05-18,2012-05-18,11583100,63.5200
2012-05-17,2012-05-17,10261800,63.9600
2012-05-16,2012-05-16,12375000,64.2900
2012-05-15,2012-05-15,12824700,63.7200
2012-05-14,2012-05-14,9902700,63.5800
2012-05-11,2012-05-11,11318000,63.6800
2012-05-10,2012-05-10,8109500,64.1400
2012-05-09,2012-05-09,13842600,63.6700
2012-05-08,2012-05-08,11481800,64.1600
2012-05-07,2012-05-07,11124300,64.2500
2012-05-04,2012-05-04,12006500,64.2800
2012-05-03,2012-05-03,12079900,64.5100
2012-05-02,2012-05-02,9689200,63.9800
2012-05-01,2012-05-01,11899600,63.5700
2012-04-30,2012-04-30,19195000,63.6400
2012-04-27,2012-04-27,30719500,64.4400
2012-04-26,2012-04-26,8415000,66.8700
2012-04-25,2012-04-25,6994200,66.8900
2012-04-24,2012-04-24,6962300,67.0000
2012-04-23,2012-04-23,8420500,66.6500
2012-04-20,2012-04-20,11092600,67.5100
2012-04-19,2012-04-19,7721200,66.5700
2012-04-18,2012-04-18,6081800,66.7500
2012-04-17,2012-04-17,8894700,67.0200
2012-04-16,2012-04-16,32810100,66.7800
2012-04-13,2012-04-13,29792000,65.8100
2012-04-12,2012-04-12,27847200,66.0900
2012-04-11,2012-04-11,7593800,66.4400
2012-04-10,2012-04-10,9436700,66.3500
2012-04-09,2012-04-09,6890400,66.8100
2012-04-05,2012-04-05,7696300,67.3100
2012-04-04,2012-04-04,8372200,67.2600
2012-04-03,2012-04-03,6954100,67.0900
2012-04-02,2012-04-02,8595200,67.5600
2012-03-30,2012-03-30,8670300,67.2100
2012-03-29,2012-03-29,6917400,67.0100
2012-03-28,2012-03-28,7534600,67.1900
2012-03-27,2012-03-27,7936900,67.1500
2012-03-26,2012-03-26,7818800,67.4600
2012-03-23,2012-03-23,6006400,67.4300
2012-03-22,2012-03-22,7321000,67.5200
2012-03-21,2012-03-21,6120400,67.2000
2012-03-20,2012-03-20,6139000,67.2100
2012-03-19,2012-03-19,7038900,67.2100
2012-03-16,2012-03-16,15713500,67.2500
2012-03-15,2012-03-15,8611500,67.6800
2012-03-14,2012-03-14,2889062,67.8500
2012-03-13,2012-03-13,2760695,67.9000
2012-03-12,2012-03-12,8825500,67.7100
2012-03-09,2012-03-09,5710200,66.9300
2012-03-08,2012-03-08,5811500,66.9000
2012-03-07,2012-03-07,7470800,66.5800
2012-03-06,2012-03-06,9827000,66.8400
2012-03-05,2012-03-05,6933400,66.9500
2012-03-02,2012-03-02,7022200,66.6700
2012-03-01,2012-03-01,11967000,66.6600
2012-02-29,2012-02-29,14742500,67.6200
2012-02-28,2012-02-28,13468100,67.3900
2012-02-27,2012-02-27,17903200,66.7000
2012-02-24,2012-02-24,17777100,66.7100
2012-02-23,2012-02-23,20163300,66.4200
2012-02-22,2012-02-22,7029500,64.4400
2012-02-21,2012-02-21,10037700,64.4200
2012-02-17,2012-02-17,10281600,64.9100
2012-02-16,2012-02-16,10823300,65.2000
2012-02-15,2012-02-15,11651700,64.5500
2012-02-14,2012-02-14,6997700,64.4800
2012-02-13,2012-02-13,6899400,64.2300
2012-02-10,2012-02-10,8295500,63.8800
2012-02-09,2012-02-09,9152000,64.0400
2012-02-08,2012-02-08,8174800,63.6400
2012-02-07,2012-02-07,8901600,63.7000
2012-02-06,2012-02-06,9851200,63.5100
2012-02-03,2012-02-03,17440500,62.7700
2012-02-02,2012-02-02,12613100,63.3200
2012-02-01,2012-02-01,12900500,63.2100
2012-01-31,2012-01-31,11358600,63.0400
2012-01-30,2012-01-30,12492000,63.2100
2012-01-27,2012-01-27,10979900,64.3000
2012-01-26,2012-01-26,11932100,64.8000
2012-01-25,2012-01-25,10913100,64.9800
2012-01-24,2012-01-24,9742400,64.5000
2012-01-23,2012-01-23,14828100,65.0000
2012-01-20,2012-01-20,12190100,66.2300
2012-01-19,2012-01-19,9346600,66.0800
2012-01-18,2012-01-18,10386800,66.0300
2012-01-17,2012-01-17,35728800,66.2600
2012-01-13,2012-01-13,33539100,65.8100
2012-01-12,2012-01-12,29758100,65.8100
2012-01-11,2012-01-11,14676800,65.6800
2012-01-10,2012-01-10,10318900,66.3300
2012-01-09,2012-01-09,7836100,66.6400
2012-01-06,2012-01-06,8421200,66.3600
2012-01-05,2012-01-05,10085300,66.5200
2012-01-04,2012-01-04,10595400,66.8000
2012-01-03,2012-01-03,11565900,66.8300
2011-12-30,2011-12-30,4062300,66.7100
2011-12-29,2011-12-29,4425900,66.9700
2011-12-28,2011-12-28,4152000,66.5400
2011-12-27,2011-12-27,5604700,66.7900
2011-12-23,2011-12-23,5209800,66.6700
2011-12-22,2011-12-22,7666300,66.1900
2011-12-21,2011-12-21,9479000,66.0000
2011-12-20,2011-12-20,9797100,65.7900
2011-12-19,2011-12-19,8172300,64.9500
2011-12-16,2011-12-16,18291900,65.1400
2011-12-15,2011-12-15,9654800,64.9900
2011-12-14,2011-12-14,10326700,64.4500
2011-12-13,2011-12-13,11126100,64.7300
2011-12-12,2011-12-12,8793500,64.3100
2011-12-09,2011-12-09,7647800,64.9700
2011-12-08,2011-12-08,8352600,64.4700
2011-12-07,2011-12-07,11144700,65.2300
2011-12-06,2011-12-06,8315400,64.8400
2011-12-05,2011-12-05,9820200,64.8400
2011-12-02,2011-12-02,9952600,64.6600
2011-12-01,2011-12-01,9387600,64.0800
2011-11-30,2011-11-30,15034500,64.5700
2011-11-29,2011-11-29,6442700,62.5300
2011-11-28,2011-11-28,7673200,62.2400
2011-11-25,2011-11-25,4734800,61.0000
2011-11-23,2011-11-23,7488200,61.0600
2011-11-22,2011-11-22,8321500,61.6900
2011-11-21,2011-11-21,13254400,61.6600
2011-11-18,2011-11-18,7624000,63.2400
2011-11-17,2011-11-17,8525500,62.9400
2011-11-16,2011-11-16,9228000,63.2800
2011-11-15,2011-11-15,7673800,63.5600
2011-11-14,2011-11-14,6832800,63.0500
2011-11-11,2011-11-11,5731100,63.8900
2011-11-10,2011-11-10,6143700,63.2400
2011-11-09,2011-11-09,9701300,62.7200
2011-11-08,2011-11-08,7422000,64.2100
2011-11-07,2011-11-07,6559500,63.4600
2011-11-04,2011-11-04,7758200,63.0300
2011-11-03,2011-11-03,8532600,63.2100
2011-11-02,2011-11-02,8783200,62.8600
2011-11-01,2011-11-01,13462600,62.7100
2011-10-31,2011-10-31,9438800,63.9900
2011-10-28,2011-10-28,10656200,64.7300
2011-10-27,2011-10-27,16764300,65.1200
2011-10-26,2011-10-26,9401200,64.9500
2011-10-25,2011-10-25,8919200,64.5100
2011-10-24,2011-10-24,9819000,65.3700
2011-10-21,2011-10-21,13026800,66.2600
2011-10-20,2011-10-20,7728400,65.0900
2011-10-19,2011-10-19,9099100,64.7500
2011-10-18,2011-10-18,11796600,64.9200
2011-10-17,2011-10-17,7165000,64.2600
2011-10-14,2011-10-14,7485100,64.8900
2011-10-13,2011-10-13,7305200,64.6500
2011-10-12,2011-10-12,10206200,64.8900
2011-10-11,2011-10-11,5705600,64.5700
2011-10-10,2011-10-10,6663600,64.8000
2011-10-07,2011-10-07,8902000,63.9100
2011-10-06,2011-10-06,8691600,63.6100
2011-10-05,2011-10-05,12023100,63.3400
2011-10-04,2011-10-04,12800000,63.3700
2011-10-03,2011-10-03,12323800,62.8400
2011-09-30,2011-09-30,11358100,63.1800
2011-09-29,2011-09-29,9798600,63.7000
2011-09-28,2011-09-28,9031800,62.7300
2011-09-27,2011-09-27,10732400,63.2600
2011-09-26,2011-09-26,13364100,62.5400
2011-09-23,2011-09-23,9122500,61.2500
2011-09-22,2011-09-22,17381200,61.1700
2011-09-21,2011-09-21,9649100,63.0200
2011-09-20,2011-09-20,8215800,64.0800
2011-09-19,2011-09-19,11022700,63.8100
2011-09-16,2011-09-16,24690100,64.3300
2011-09-15,2011-09-15,9161300,62.7800
2011-09-14,2011-09-14,11547700,62.3400
2011-09-13,2011-09-13,8329200,61.9400
2011-09-12,2011-09-12,9865500,61.8300
2011-09-09,2011-09-09,12286400,61.8400
2011-09-08,2011-09-08,11124300,62.9100
2011-09-07,2011-09-07,8874900,62.7200
2011-09-06,2011-09-06,11458200,62.3800
2011-09-02,2011-09-02,8817300,62.5500
2011-09-01,2011-09-01,8871400,63.2600
2011-08-31,2011-08-31,8972600,63.6800
2011-08-30,2011-08-30,9181100,63.5000
2011-08-29,2011-08-29,9147700,63.0900
2011-08-26,2011-08-26,10374200,62.5700
2011-08-25,2011-08-25,15063000,62.5300
2011-08-24,2011-08-24,8417200,63.3100
2011-08-23,2011-08-23,15222400,63.0200
2011-08-22,2011-08-22,12676600,61.7100
2011-08-19,2011-08-19,16297700,60.9600
2011-08-18,2011-08-18,17846200,60.8600
2011-08-17,2011-08-17,7973100,61.6700
2011-08-16,2011-08-16,9420600,61.6200
2011-08-15,2011-08-15,12111500,61.8800
2011-08-12,2011-08-12,13520700,61.1400
2011-08-11,2011-08-11,18713900,60.4500
2011-08-10,2011-08-10,23417700,58.5100
2011-08-09,2011-08-09,31875700,60.2200
2011-08-08,2011-08-08,30994600,59.2900
2011-08-05,2011-08-05,23699300,60.5900
2011-08-04,2011-08-04,17790100,59.5800
2011-08-03,2011-08-03,13107900,60.7300
2011-08-02,2011-08-02,9609000,60.8700
2011-08-01,2011-08-01,10103800,61.4300
2011-07-29,2011-07-29,10380300,61.4900
2011-07-28,2011-07-28,7535600,61.9200
2011-07-27,2011-07-27,11165200,62.2000
2011-07-26,2011-07-26,8715200,63.0900
2011-07-25,2011-07-25,8801200,63.3100
2011-07-22,2011-07-22,6047200,64.2500
2011-07-21,2011-07-21,8564400,64.4900
2011-07-20,2011-07-20,13089600,64.2000
2011-07-19,2011-07-19,8393800,64.6100
2011-07-18,2011-07-18,13343700,64.5500
2011-07-15,2011-07-15,20588800,64.8300
2011-07-14,2011-07-14,13269400,64.6000
2011-07-13,2011-07-13,9154200,64.6400
2011-07-12,2011-07-12,11583700,64.5300
2011-07-11,2011-07-11,9206700,64.7200
2011-07-08,2011-07-08,9227800,64.9300
2011-07-07,2011-07-07,8973600,64.9500
2011-07-06,2011-07-06,9334700,64.7000
2011-07-05,2011-07-05,9224100,64.2600
2011-07-01,2011-07-01,9700500,64.2700
2011-06-30,2011-06-30,11807400,63.5700
2011-06-29,2011-06-29,11386200,62.5500
2011-06-28,2011-06-28,8551500,62.7200
2011-06-27,2011-06-27,6705500,62.8200
2011-06-24,2011-06-24,15278300,62.5900
2011-06-23,2011-06-23,11693900,63.4600
2011-06-22,2011-06-22,9107100,64.0600
2011-06-21,2011-06-21,11024200,64.2200
2011-06-20,2011-06-20,5911700,65.0900
2011-06-17,2011-06-17,10057200,64.6900
2011-06-16,2011-06-16,8894300,64.2600
2011-06-15,2011-06-15,11790300,63.7600
2011-06-14,2011-06-14,7240100,64.7600
2011-06-13,2011-06-13,8873100,64.7700
2011-06-10,2011-06-10,10509000,64.7000
2011-06-09,2011-06-09,10219500,65.0100
2011-06-08,2011-06-08,11292100,64.8500
2011-06-07,2011-06-07,8892500,65.0600
2011-06-06,2011-06-06,7668800,65.5000
2011-06-03,2011-06-03,8579100,65.4300
2011-06-02,2011-06-02,8540400,66.0100
2011-06-01,2011-06-01,9579500,66.4000
2011-05-31,2011-05-31,10603900,67.0000
2011-05-27,2011-05-27,7973400,66.2000
2011-05-26,2011-05-26,8946700,66.1900
2011-05-25,2011-05-25,11639200,66.3800
